matricula;AnoMes_Formatted;leads;trabalhado;abordado;negociado;rec_orcamento;cotado;transm_bru;transm_liq;rec_canc_transm;premio_transm;premio_rec_canc;premio_emi;ticket_med_bru;ticket_med_lid;%Trabalhado;%Abordado;%Cotado;%Conversão_Bruta;%Conversão_Líquida;%Eficiência;AnoMes_Formatted:1;monitoria;sac;tempo_logado;Status_Meta;Operador_Sequencial
4400688;202106;18;18;18;10;6;4;0;0;0;0;0;0;0;0;1;1;0,222222222;0;0;0;202106;50;0;22042;abaixo da meta;2
4400689;202107;12;12;12;12;0;12;6;6;0;19542;0;19542;6514;6514;1;1;1;0,5;0,5;0,5;202107;58;0;26492;abaixo da meta;1
4400689;202107;12;12;12;12;0;12;6;6;0;19542;0;19542;6514;6514;1;1;1;0,5;0,5;0,5;202107;74;0;23978;abaixo da meta;2
4400689;202107;34;34;24;10;2;8;0;0;0;0;0;0;0;0;1;0,705882353;0,333333333;0;0;0;202107;58;0;26492;abaixo da meta;3
4400689;202107;34;34;24;10;2;8;0;0;0;0;0;0;0;0;1;0,705882353;0,333333333;0;0;0;202107;74;0;23978;abaixo da meta;4
4400689;202107;22;22;22;18;2;16;2;2;0;1962;0;1962;1962;1962;1;1;0,727272727;0,125;0,125;0,090909091;202107;58;0;26492;abaixo da meta;5
4400689;202107;22;22;22;18;2;16;2;2;0;1962;0;1962;1962;1962;1;1;0,727272727;0,125;0,125;0,090909091;202107;74;0;23978;abaixo da meta;6
4400691;202105;12;12;12;8;2;6;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202105;null;null;null;abaixo da meta;1
4400691;202106;10;10;10;4;0;4;0;0;0;0;0;0;0;0;1;1;0,4;0;0;0;202106;null;null;null;abaixo da meta;1
4400691;202107;22;22;22;16;0;16;8;8;0;16636;0;16636;4159;4159;1;1;0,727272727;0,5;0,5;0,363636364;202107;null;null;null;abaixo da meta;1
4400691;202108;28;28;28;28;12;16;0;0;0;0;0;0;0;0;1;1;0,571428571;0;0;0;202108;null;null;null;abaixo da meta;1
4400692;202101;22;22;22;18;2;16;6;6;0;9206;0;9206;3068,666666;3068,666666;1;1;0,727272727;0,375;0,375;0,272727273;202101;79;0;23708;abaixo da meta;1
4400692;202101;22;22;22;18;2;16;6;6;0;9206;0;9206;3068,666666;3068,666666;1;1;0,727272727;0,375;0,375;0,272727273;202101;89;0;26892;abaixo da meta;2
4400692;202104;28;28;28;24;14;10;6;6;0;12958;0;12958;4319,333334;4319,333334;1;1;0,357142857;0,6;0,6;0,214285714;202104;79;0;23708;abaixo da meta;1
4400692;202104;28;28;28;24;14;10;6;6;0;12958;0;12958;4319,333334;4319,333334;1;1;0,357142857;0,6;0,6;0,214285714;202104;89;0;26892;abaixo da meta;2
4400692;202106;6;6;6;4;0;4;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202106;79;0;23708;abaixo da meta;1
4400692;202106;6;6;6;4;0;4;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202106;89;0;26892;abaixo da meta;2
4400692;202109;8;8;6;6;0;6;2;2;0;4724;0;4724;4724;4724;1;0,75;1;0,333333333;0,333333333;0,25;202109;79;0;23708;abaixo da meta;1
4400692;202109;8;8;6;6;0;6;2;2;0;4724;0;4724;4724;4724;1;0,75;1;0,333333333;0,333333333;0,25;202109;89;0;26892;abaixo da meta;2
4400692;202109;18;18;18;12;0;12;4;4;0;19130;0;19130;9565;9565;1;1;0,666666667;0,333333333;0,333333333;0,222222222;202109;79;0;23708;abaixo da meta;3
4400692;202109;18;18;18;12;0;12;4;4;0;19130;0;19130;9565;9565;1;1;0,666666667;0,333333333;0,333333333;0,222222222;202109;89;0;26892;abaixo da meta;4
4400694;202106;14;14;14;10;2;8;2;2;0;4968;0;4968;4968;4968;1;1;0,571428571;0,25;0,25;0,142857143;202106;93;0;24372;abaixo da meta;1
4400694;202106;14;14;14;10;2;8;2;2;0;4968;0;4968;4968;4968;1;1;0,571428571;0,25;0,25;0,142857143;202106;97;0;23984;abaixo da meta;2
4400694;202107;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202107;93;0;24372;abaixo da meta;1
4400694;202107;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202107;97;0;23984;abaixo da meta;2
4400694;202107;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202107;93;0;24372;abaixo da meta;3
4400694;202107;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202107;97;0;23984;abaixo da meta;4
4400695;202102;6;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;202102;99;0;24412;abaixo da meta;1
4400695;202102;20;20;20;4;0;4;2;0;2;1946;1946;0;1946;0;1;1;0,2;0,5;0;0;202102;99;0;24412;abaixo da meta;2
4400695;202105;6;6;6;4;2;2;2;2;0;2604;0;2604;2604;2604;1;1;0,333333333;1;1;0,333333333;202105;99;0;24412;abaixo da meta;1
4400696;202106;20;20;20;14;2;12;6;6;0;12092;0;12092;4030,666666;4030,666666;1;1;0,6;0,5;0,5;0,3;202106;null;null;null;abaixo da meta;1
4400697;202102;6;6;4;4;2;2;0;0;0;0;0;0;0;0;1;0,666666667;0,5;0;0;0;202102;57;0;22877;abaixo da meta;1
4400697;202102;10;10;10;8;2;6;4;4;0;10688;0;10688;5344;5344;1;1;0,6;0,666666667;0,666666667;0,4;202102;57;0;22877;abaixo da meta;2
4400697;202105;22;22;22;18;0;18;6;6;0;22316;0;22316;7438,666666;7438,666666;1;1;0,818181818;0,333333333;0,333333333;0,272727273;202105;57;0;22877;abaixo da meta;1
4400700;202102;8;8;6;0;0;0;0;0;0;0;0;0;0;0;1;0,75;0;0;0;0;202102;null;null;null;abaixo da meta;1
4400700;202104;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202104;null;null;null;abaixo da meta;1
4400700;202107;26;26;26;16;6;10;4;4;0;13672;0;13672;6836;6836;1;1;0,384615385;0,4;0,4;0,153846154;202107;null;null;null;abaixo da meta;1
4400702;202103;8;8;6;2;0;2;2;2;0;1998;0;1998;1998;1998;1;0,75;0,333333333;1;1;0,25;202103;null;null;null;abaixo da meta;1
4400704;202103;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202103;80;0;23401;abaixo da meta;1
4400704;202104;6;6;6;6;0;6;4;4;0;6086;0;6086;3043;3043;1;1;1;0,666666667;0,666666667;0,666666667;202104;80;0;23401;abaixo da meta;1
4400704;202105;12;12;12;10;2;8;2;2;0;3596;0;3596;3596;3596;1;1;0,666666667;0,25;0,25;0,166666667;202105;80;0;23401;abaixo da meta;1
4400704;202105;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202105;80;0;23401;abaixo da meta;2
4400705;202101;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202101;null;null;null;abaixo da meta;1
4400706;202102;30;30;30;26;10;16;0;0;0;0;0;0;0;0;1;1;0,533333333;0;0;0;202102;68;0;25245;abaixo da meta;1
4400707;202106;8;8;8;6;2;4;4;4;0;7510;0;7510;3755;3755;1;1;0,5;1;1;0,5;202106;null;null;null;abaixo da meta;1
4400708;202104;30;30;12;8;2;6;2;2;0;3190;0;3190;3190;3190;1;0,4;0,5;0,333333333;0,333333333;0,066666667;202104;99;0;26549;abaixo da meta;1
4400708;202108;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202108;99;0;26549;abaixo da meta;1
4400709;202101;4;4;4;2;0;2;2;2;0;1300;0;1300;1300;1300;1;1;0,5;1;1;0,5;202101;83;0;28896;abaixo da meta;1
4400709;202101;4;4;4;2;0;2;2;2;0;1300;0;1300;1300;1300;1;1;0,5;1;1;0,5;202101;96;0;28240;abaixo da meta;2
4400709;202102;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;83;0;28896;abaixo da meta;1
4400709;202102;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;96;0;28240;abaixo da meta;2
4400709;202105;4;4;4;4;0;4;2;2;0;2044;0;2044;2044;2044;1;1;1;0,5;0,5;0,5;202105;83;0;28896;abaixo da meta;1
4400709;202105;4;4;4;4;0;4;2;2;0;2044;0;2044;2044;2044;1;1;1;0,5;0,5;0,5;202105;96;0;28240;abaixo da meta;2
4400709;202106;6;6;6;6;0;6;4;4;0;16994;0;16994;8497;8497;1;1;1;0,666666667;0,666666667;0,666666667;202106;83;0;28896;abaixo da meta;1
4400709;202106;6;6;6;6;0;6;4;4;0;16994;0;16994;8497;8497;1;1;1;0,666666667;0,666666667;0,666666667;202106;96;0;28240;abaixo da meta;2
4400709;202107;8;8;8;6;0;6;0;0;0;0;0;0;0;0;1;1;0,75;0;0;0;202107;83;0;28896;abaixo da meta;1
4400709;202107;8;8;8;6;0;6;0;0;0;0;0;0;0;0;1;1;0,75;0;0;0;202107;96;0;28240;abaixo da meta;2
4400711;202105;14;14;14;4;0;4;0;0;0;0;0;0;0;0;1;1;0,285714286;0;0;0;202105;null;null;null;abaixo da meta;1
4400711;202108;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202108;null;null;null;abaixo da meta;1
4400711;202108;10;10;10;10;2;8;0;0;0;0;0;0;0;0;1;1;0,8;0;0;0;202108;null;null;null;abaixo da meta;2
4400712;202102;20;20;20;6;2;4;0;0;0;0;0;0;0;0;1;1;0,2;0;0;0;202102;94;0;24550;abaixo da meta;1
4400712;202108;26;26;26;18;2;16;8;8;0;16506;0;16506;4126,5;4126,5;1;1;0,615384615;0,5;0,5;0,307692308;202108;94;0;24550;abaixo da meta;1
4400713;202104;18;18;18;16;0;16;4;4;0;5592;0;5592;2796;2796;1;1;0,888888889;0,25;0,25;0,222222222;202104;55;0;25438;abaixo da meta;1
4400713;202104;18;18;18;16;0;16;4;4;0;5592;0;5592;2796;2796;1;1;0,888888889;0,25;0,25;0,222222222;202104;56;0;21733;abaixo da meta;2
4400713;202104;18;18;18;16;0;16;4;4;0;5592;0;5592;2796;2796;1;1;0,888888889;0,25;0,25;0,222222222;202104;80;0;28981;abaixo da meta;3
4400713;202109;2;2;2;2;0;2;2;2;0;1466;0;1466;1466;1466;1;1;1;1;1;1;202109;55;0;25438;abaixo da meta;1
4400713;202109;2;2;2;2;0;2;2;2;0;1466;0;1466;1466;1466;1;1;1;1;1;1;202109;56;0;21733;abaixo da meta;2
4400713;202109;2;2;2;2;0;2;2;2;0;1466;0;1466;1466;1466;1;1;1;1;1;1;202109;80;0;28981;abaixo da meta;3
4400713;202109;22;22;22;16;2;14;2;2;0;7146;0;7146;7146;7146;1;1;0,636363636;0,142857143;0,142857143;0,090909091;202109;55;0;25438;abaixo da meta;4
4400713;202109;22;22;22;16;2;14;2;2;0;7146;0;7146;7146;7146;1;1;0,636363636;0,142857143;0,142857143;0,090909091;202109;56;0;21733;abaixo da meta;5
4400713;202109;22;22;22;16;2;14;2;2;0;7146;0;7146;7146;7146;1;1;0,636363636;0,142857143;0,142857143;0,090909091;202109;80;0;28981;abaixo da meta;6
4400715;202107;20;20;20;14;0;14;4;4;0;6156;0;6156;3078;3078;1;1;0,7;0,285714286;0,285714286;0,2;202107;88;0;24392;abaixo da meta;1
4400716;202101;10;10;10;10;0;10;4;4;0;6740;0;6740;3370;3370;1;1;1;0,4;0,4;0,4;202101;78;0;24627;abaixo da meta;1
4400716;202101;10;10;10;10;0;10;4;4;0;6740;0;6740;3370;3370;1;1;1;0,4;0,4;0,4;202101;97;0;23294;abaixo da meta;2
4400716;202101;16;16;16;4;2;2;0;0;0;0;0;0;0;0;1;1;0,125;0;0;0;202101;78;0;24627;abaixo da meta;3
4400716;202101;16;16;16;4;2;2;0;0;0;0;0;0;0;0;1;1;0,125;0;0;0;202101;97;0;23294;abaixo da meta;4
4400716;202107;20;20;20;12;0;12;2;2;0;3364;0;3364;3364;3364;1;1;0,6;0,166666667;0,166666667;0,1;202107;78;0;24627;abaixo da meta;1
4400716;202107;20;20;20;12;0;12;2;2;0;3364;0;3364;3364;3364;1;1;0,6;0,166666667;0,166666667;0,1;202107;97;0;23294;abaixo da meta;2
4400716;202108;8;8;8;8;2;6;6;4;2;12028;2810;9218;4009,333334;4609;1;1;0,75;1;0,666666667;0,5;202108;78;0;24627;abaixo da meta;1
4400716;202108;8;8;8;8;2;6;6;4;2;12028;2810;9218;4009,333334;4609;1;1;0,75;1;0,666666667;0,5;202108;97;0;23294;abaixo da meta;2
4400717;202103;6;6;6;2;0;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202103;71;0;26347;abaixo da meta;1
4400717;202104;12;12;12;12;0;12;2;2;0;1840;0;1840;1840;1840;1;1;1;0,166666667;0,166666667;0,166666667;202104;71;0;26347;abaixo da meta;1
4400717;202107;16;16;14;10;0;10;0;0;0;0;0;0;0;0;1;0,875;0,714285714;0;0;0;202107;71;0;26347;abaixo da meta;1
4400719;202109;12;12;12;10;0;10;6;6;0;8614;0;8614;2871,333334;2871,333334;1;1;0,833333333;0,6;0,6;0,5;202109;null;null;null;abaixo da meta;1
4400720;202106;12;12;12;12;2;10;2;2;0;3710;0;3710;3710;3710;1;1;0,833333333;0,2;0,2;0,166666667;202106;57;0;22449;abaixo da meta;1
4400720;202106;12;12;12;12;2;10;2;2;0;3710;0;3710;3710;3710;1;1;0,833333333;0,2;0,2;0,166666667;202106;80;0;22105;abaixo da meta;2
4400720;202107;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202107;57;0;22449;abaixo da meta;1
4400720;202107;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202107;80;0;22105;abaixo da meta;2
4400721;202107;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202107;null;null;null;abaixo da meta;1
4400722;202101;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;97;0;26649;abaixo da meta;1
4400722;202106;8;8;8;4;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;97;0;26649;abaixo da meta;1
4400722;202107;20;20;20;18;2;16;4;4;0;6874;0;6874;3437;3437;1;1;0,8;0,25;0,25;0,2;202107;97;0;26649;abaixo da meta;1
4400722;202109;8;8;8;6;0;6;2;2;0;7020;0;7020;7020;7020;1;1;0,75;0,333333333;0,333333333;0,25;202109;97;0;26649;abaixo da meta;1
4400724;202107;8;8;8;8;2;6;4;4;0;6800;0;6800;3400;3400;1;1;0,75;0,666666667;0,666666667;0,5;202107;83;0;21935;abaixo da meta;1
4400725;202104;10;10;10;10;2;8;2;2;0;3982;0;3982;3982;3982;1;1;0,8;0,25;0,25;0,2;202104;null;null;null;abaixo da meta;1
4400725;202107;20;20;18;14;4;10;2;2;0;5392;0;5392;5392;5392;1;0,9;0,555555556;0,2;0,2;0,1;202107;null;null;null;abaixo da meta;1
4400725;202109;14;14;12;4;0;4;2;2;0;3466;0;3466;3466;3466;1;0,857142857;0,333333333;0,5;0,5;0,142857143;202109;null;null;null;abaixo da meta;1
4400726;202103;6;6;6;4;2;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202103;null;null;null;abaixo da meta;1
4400727;202102;12;12;12;6;0;6;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202102;57;0;24330;abaixo da meta;1
4400727;202102;12;12;12;6;0;6;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202102;66;0;26101;abaixo da meta;2
4400727;202102;12;12;12;6;0;6;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202102;75;0;27725;abaixo da meta;3
4400727;202102;12;12;12;6;0;6;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202102;86;0;29313;abaixo da meta;4
4400727;202103;18;18;18;18;8;10;8;8;0;12580;0;12580;3145;3145;1;1;0,555555556;0,8;0,8;0,444444444;202103;57;0;24330;abaixo da meta;1
4400727;202103;18;18;18;18;8;10;8;8;0;12580;0;12580;3145;3145;1;1;0,555555556;0,8;0,8;0,444444444;202103;66;0;26101;abaixo da meta;2
4400727;202103;18;18;18;18;8;10;8;8;0;12580;0;12580;3145;3145;1;1;0,555555556;0,8;0,8;0,444444444;202103;75;0;27725;abaixo da meta;3
4400727;202103;18;18;18;18;8;10;8;8;0;12580;0;12580;3145;3145;1;1;0,555555556;0,8;0,8;0,444444444;202103;86;0;29313;abaixo da meta;4
4400727;202103;10;10;10;8;0;8;2;2;0;4200;0;4200;4200;4200;1;1;0,8;0,25;0,25;0,2;202103;57;0;24330;abaixo da meta;5
4400727;202103;10;10;10;8;0;8;2;2;0;4200;0;4200;4200;4200;1;1;0,8;0,25;0,25;0,2;202103;66;0;26101;abaixo da meta;6
4400727;202103;10;10;10;8;0;8;2;2;0;4200;0;4200;4200;4200;1;1;0,8;0,25;0,25;0,2;202103;75;0;27725;abaixo da meta;7
4400727;202103;10;10;10;8;0;8;2;2;0;4200;0;4200;4200;4200;1;1;0,8;0,25;0,25;0,2;202103;86;0;29313;abaixo da meta;8
4400727;202104;8;8;8;2;0;2;2;2;0;3128;0;3128;3128;3128;1;1;0,25;1;1;0,25;202104;57;0;24330;abaixo da meta;1
4400727;202104;8;8;8;2;0;2;2;2;0;3128;0;3128;3128;3128;1;1;0,25;1;1;0,25;202104;66;0;26101;abaixo da meta;2
4400727;202104;8;8;8;2;0;2;2;2;0;3128;0;3128;3128;3128;1;1;0,25;1;1;0,25;202104;75;0;27725;abaixo da meta;3
4400727;202104;8;8;8;2;0;2;2;2;0;3128;0;3128;3128;3128;1;1;0,25;1;1;0,25;202104;86;0;29313;abaixo da meta;4
4400727;202106;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202106;57;0;24330;abaixo da meta;1
4400727;202106;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202106;66;0;26101;abaixo da meta;2
4400727;202106;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202106;75;0;27725;abaixo da meta;3
4400727;202106;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202106;86;0;29313;abaixo da meta;4
4400728;202106;8;8;8;6;0;6;0;0;0;0;0;0;0;0;1;1;0,75;0;0;0;202106;null;null;null;abaixo da meta;1
4400729;202103;12;12;12;8;0;8;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202103;null;null;null;abaixo da meta;1
4400730;202101;12;12;12;4;2;2;0;0;0;0;0;0;0;0;1;1;0,166666667;0;0;0;202101;null;null;null;abaixo da meta;1
4400731;202107;10;10;10;10;0;10;2;2;0;3314;0;3314;3314;3314;1;1;1;0,2;0,2;0,2;202107;null;null;null;abaixo da meta;1
4400732;202108;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202108;null;null;null;abaixo da meta;1
4400733;202106;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;null;null;null;abaixo da meta;1
4400733;202107;20;20;20;10;0;10;2;2;0;3734;0;3734;3734;3734;1;1;0,5;0,2;0,2;0,1;202107;null;null;null;abaixo da meta;1
4400734;202101;14;14;14;14;2;12;2;2;0;6130;0;6130;6130;6130;1;1;0,857142857;0,166666667;0,166666667;0,142857143;202101;null;null;null;abaixo da meta;1
4400735;202104;14;14;12;6;0;6;4;4;0;9490;0;9490;4745;4745;1;0,857142857;0,5;0,666666667;0,666666667;0,285714286;202104;null;null;null;abaixo da meta;1
4400735;202109;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202109;null;null;null;abaixo da meta;1
4400736;202102;50;50;50;28;4;24;0;0;0;0;0;0;0;0;1;1;0,48;0;0;0;202102;74;0;25292;abaixo da meta;1
4400736;202107;18;18;16;16;6;10;6;6;0;12158;0;12158;4052,666666;4052,666666;1;0,888888889;0,625;0,6;0,6;0,333333333;202107;74;0;25292;abaixo da meta;1
4400737;202105;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202105;80;0;25281;abaixo da meta;1
4400738;202101;18;18;18;12;2;10;2;2;0;3668;0;3668;3668;3668;1;1;0,555555556;0,2;0,2;0,111111111;202101;79;0;24720;abaixo da meta;1
4400739;202104;16;16;16;14;4;10;4;4;0;16532;0;16532;8266;8266;1;1;0,625;0,4;0,4;0,25;202104;null;null;null;abaixo da meta;1
4400739;202105;34;34;34;20;2;18;0;0;0;0;0;0;0;0;1;1;0,529411765;0;0;0;202105;null;null;null;abaixo da meta;1
4400740;202105;12;12;12;8;0;8;2;2;0;3372;0;3372;3372;3372;1;1;0,666666667;0,25;0,25;0,166666667;202105;null;null;null;abaixo da meta;1
4400740;202108;12;12;12;8;2;6;2;2;0;7150;0;7150;7150;7150;1;1;0,5;0,333333333;0,333333333;0,166666667;202108;null;null;null;abaixo da meta;1
4400742;202105;6;6;6;4;0;4;2;2;0;2606;0;2606;2606;2606;1;1;0,666666667;0,5;0,5;0,333333333;202105;null;null;null;abaixo da meta;1
4400742;202105;18;18;18;16;4;12;2;0;2;2600;2600;0;2600;0;1;1;0,666666667;0,166666667;0;0;202105;null;null;null;abaixo da meta;2
4400744;202107;4;4;4;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202107;94;0;26142;abaixo da meta;1
4400745;202101;6;6;6;4;0;4;4;2;2;7974;4140;3834;3987;3834;1;1;0,666666667;1;0,5;0,333333333;202101;52;0;25608;abaixo da meta;1
4400746;202101;18;18;18;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;61;0;22454;abaixo da meta;1
4400746;202104;10;10;10;8;0;8;4;4;0;5874;0;5874;2937;2937;1;1;0,8;0,5;0,5;0,4;202104;61;0;22454;abaixo da meta;1
4400746;202106;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202106;61;0;22454;abaixo da meta;1
4400746;202109;16;16;4;0;0;0;0;0;0;0;0;0;0;0;1;0,25;0;0;0;0;202109;61;0;22454;abaixo da meta;1
4400748;202106;18;18;18;6;0;6;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202106;null;null;null;abaixo da meta;1
4400749;202101;16;16;10;8;0;8;2;2;0;8046;0;8046;8046;8046;1;0,625;0,8;0,25;0,25;0,125;202101;null;null;null;abaixo da meta;1
4400749;202103;10;10;10;6;0;6;2;2;0;3324;0;3324;3324;3324;1;1;0,6;0,333333333;0,333333333;0,2;202103;null;null;null;abaixo da meta;1
4400749;202108;12;12;12;8;2;6;2;2;0;4154;0;4154;4154;4154;1;1;0,5;0,333333333;0,333333333;0,166666667;202108;null;null;null;abaixo da meta;1
4400750;202103;22;22;22;22;4;18;6;6;0;12158;0;12158;4052,666666;4052,666666;1;1;0,818181818;0,333333333;0,333333333;0,272727273;202103;96;0;27840;abaixo da meta;1
4400750;202104;10;10;10;8;2;6;2;2;0;7228;0;7228;7228;7228;1;1;0,6;0,333333333;0,333333333;0,2;202104;96;0;27840;abaixo da meta;1
4400750;202108;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202108;96;0;27840;abaixo da meta;1
4400751;202101;12;12;12;8;0;8;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202101;95;0;25539;abaixo da meta;1
4400751;202103;4;4;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202103;95;0;25539;abaixo da meta;1
4400751;202106;14;12;12;8;0;8;4;4;0;5380;0;5380;2690;2690;0,857142857;1;0,666666667;0,5;0,5;0,285714286;202106;95;0;25539;abaixo da meta;1
4400752;202104;8;8;8;6;0;6;2;2;0;1970;0;1970;1970;1970;1;1;0,75;0,333333333;0,333333333;0,25;202104;null;null;null;abaixo da meta;1
4400753;202101;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;76;0;26658;abaixo da meta;1
4400753;202108;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202108;76;0;26658;abaixo da meta;1
4400753;202109;10;10;10;4;2;2;0;0;0;0;0;0;0;0;1;1;0,2;0;0;0;202109;76;0;26658;abaixo da meta;1
4400754;202101;16;16;14;8;0;8;2;2;0;4368;0;4368;4368;4368;1;0,875;0,571428571;0,25;0,25;0,125;202101;99;0;26958;abaixo da meta;1
4400754;202101;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;99;0;26958;abaixo da meta;2
4400755;202104;10;10;10;4;0;4;0;0;0;0;0;0;0;0;1;1;0,4;0;0;0;202104;null;null;null;abaixo da meta;1
4400756;202105;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202105;null;null;null;abaixo da meta;1
4400756;202107;22;22;22;10;4;6;2;2;0;9626;0;9626;9626;9626;1;1;0,272727273;0,333333333;0,333333333;0,090909091;202107;null;null;null;abaixo da meta;1
4400757;202102;24;24;24;24;2;22;8;8;0;11460;0;11460;2865;2865;1;1;0,916666667;0,363636364;0,363636364;0,333333333;202102;96;0;26016;abaixo da meta;1
4400757;202105;8;8;8;4;0;4;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202105;96;0;26016;abaixo da meta;1
4400757;202105;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202105;96;0;26016;abaixo da meta;2
4400759;202101;22;22;22;16;6;10;2;2;0;1958;0;1958;1958;1958;1;1;0,454545455;0,2;0,2;0,090909091;202101;87;0;23665;abaixo da meta;1
4400759;202103;18;18;18;16;2;14;6;6;0;11458;0;11458;3819,333334;3819,333334;1;1;0,777777778;0,428571429;0,428571429;0,333333333;202103;87;0;23665;abaixo da meta;1
4400760;202103;14;14;14;14;2;12;4;4;0;11670;0;11670;5835;5835;1;1;0,857142857;0,333333333;0,333333333;0,285714286;202103;null;null;null;abaixo da meta;1
4400761;202103;18;18;18;10;2;8;2;2;0;1824;0;1824;1824;1824;1;1;0,444444444;0,25;0,25;0,111111111;202103;74;0;26147;abaixo da meta;1
4400761;202103;18;18;18;10;2;8;2;2;0;1824;0;1824;1824;1824;1;1;0,444444444;0,25;0,25;0,111111111;202103;82;0;23479;abaixo da meta;2
4400761;202109;18;18;18;14;0;14;2;2;0;7610;0;7610;7610;7610;1;1;0,777777778;0,142857143;0,142857143;0,111111111;202109;74;0;26147;abaixo da meta;1
4400761;202109;18;18;18;14;0;14;2;2;0;7610;0;7610;7610;7610;1;1;0,777777778;0,142857143;0,142857143;0,111111111;202109;82;0;23479;abaixo da meta;2
4400762;202103;8;8;8;8;0;8;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202103;null;null;null;abaixo da meta;1
4400764;202105;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202105;null;null;null;abaixo da meta;1
4400764;202107;8;8;8;6;2;4;2;2;0;2900;0;2900;2900;2900;1;1;0,5;0,5;0,5;0,25;202107;null;null;null;abaixo da meta;1
4400765;202102;12;12;12;12;2;10;2;2;0;2720;0;2720;2720;2720;1;1;0,833333333;0,2;0,2;0,166666667;202102;93;0;26792;abaixo da meta;1
4400765;202108;10;10;10;6;0;6;0;0;0;0;0;0;0;0;1;1;0,6;0;0;0;202108;93;0;26792;abaixo da meta;1
4400765;202108;20;20;20;8;2;6;2;0;2;3136;3136;0;3136;0;1;1;0,3;0,333333333;0;0;202108;93;0;26792;abaixo da meta;2
4400766;202101;4;4;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;null;null;null;abaixo da meta;1
